ГЕОРГИН,трава,,,
ГЕОРГИН,зелень,"2019 ж. 25 нау. - Красиво смотрится вдоль дорожек, на первом плане клумб, замечательно оттеняет зелень хвойников. Сорт хорош при выращивании в ...",https://bekker.kz/ru/articles/kakie-byvaut-georginy-vidy-i-sorta,None
ГЕОФАК,факультет,"Географический факультет МГУ имени М.В.Ломоносова – крупнейший в мире научно-образовательный коллектив географов. Декан факультета ...
Факультет географии и природопользования. Мы очень рады, что вы начнете это незабываемое приключение вместе с нами и нашими партнерами - ...
Географический факультет МПГУ ведет свою историю с 1917 года, когда на физико-математическом факультете МВЖК (ныне – МПГУ) было открыто ...
Географический факультет Белградского университета (серб. Географски факултет Универзитета у Београду) — один из 31 факультета Белградского ...
Географи́ческий факульте́т МГУ — один из факультетов Московского государственного университета имени М. В. Ломоносова, основанный в 1938 году.","http://geogr.msu.ru/
https://www.kaznu.kz/ru/352/page/
http://mpgu.su/ob-mpgu/struktura/faculties/geograficheskiy-fakultet/
https://ru.wikipedia.org/wiki/%D0%93%D0%B5%D0%BE%D0%B3%D1%80%D0%B0%D1%84%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9_%D1%84%D0%B0%D0%BA%D1%83%D0%BB%D1%8C%D1%82%D0%B5%D1%82_%D0%91%D0%B5%D0%BB%D0%B3%D1%80%D0%B0%D0%B4%D1%81%D0%BA%D0%BE%D0%B3%D0%BE_%D1%83%D0%BD%D0%B8%D0%B2%D0%B5%D1%80%D1%81%D0%B8%D1%82%D0%B5%D1%82%D0%B0
https://ru.wikipedia.org/wiki/%D0%93%D0%B5%D0%BE%D0%B3%D1%80%D0%B0%D1%84%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9_%D1%84%D0%B0%D0%BA%D1%83%D0%BB%D1%8C%D1%82%D0%B5%D1%82_%D0%9C%D0%93%D0%A3","None
None
None
None
None"
ГЕОФАК,направление подготовки,,,
ГЕОФАК,специальность,"Специальности высшего образования уровня бакалавриат по направлению ... 36 профессий, для которых базой является специальность География.
""География"" - специальность высшего образования, квалификация – академический бакалавр (05.03.02). Обзор специальности: вступительные ...","https://postupi.online/specialnost/05.03.02/professii/
https://edunews.ru/entrants/okso/matematicheskie-i-estestvennye-nauki/nauki-o-zemle/nauki-o-zemle_27.html","None
None"
ГЕОФАК,структурное подразделение,,,
ГЕОФАК,департамент,... Ассоциация выпускников · Департамент кадровой работы · SANALY URPAQ · Лига Академической честности · Контакты · Школа добропорядочности.,https://www.kbtu.kz/ru/,None
ГЕРИАТРИЯ,геронтология,"Каталог диссертаций и авторефератов по специальности: Геронтология и гериатрия, темы научных работ по медицине, шифр ВАК РФ 14.00.53.
2019 ж. 21 мам. - Геронтология и гериатрия в России. Стареть правильно омолодиться (Медиаметрикс. Молодость и Долголетие, 21.05.2019) ...
2019 ж. 05 мау. - В майском эфире «Геронтология и гериатрия в России. Стареть правильно омолодиться» программы «Молодость и Долголетие с ...
2015 ж. 23 қаң. - МОДУЛЬ «ГЕРОНТОЛОГИЯ И ГЕРИАТРИЯ». 20.03.2013 организован самостоятельный модуль геронтологии и гериатрии в рамках ...","http://medical-diss.com/gerontologiya-i-geriatriya-1
http://rgnkc.ru/gerontologiya-i-geriatriya-v-rossii-staret-pravilno-omoloditsya-mediametriks-molodost-i-dolgoletie-21-05-2019
https://www.infox.ru/opinion/246/smirnova/218424-gerontologia-i-geriatria-v-rossii-staret-pravilno-omoloditsa
https://kaznmu.kz/rus/%D0%BC%D0%BE%D0%B4%D1%83%D0%BB%D1%8C-%D0%B3%D0%B5%D1%80%D0%BE%D0%BD%D1%82%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%8F-%D0%B8-%D0%B3%D0%B5%D1%80%D0%B8%D0%B0%D1%82%D1%80%D0%B8%D1%8F/","None
None
None
None"
ГЕРИАТРИЯ,наука,... Геронтология и гериатрия ВАК РФ 14.00.53 электронный каталог дисертации скачать бесплатно автореферат РГБ наука поиск диссертации найти ...,https://www.dissercat.com/catalog/meditsinskie-nauki/gerontologiya-i-geriatriya,None
ГЕРИАТРИЯ,изучение болезней,,,
ГЕРИАТРИЯ,знание,"Знание основ организации сестринского дела, в рамках гериатрической помощи. Забота и участие – основные этические и деонтологические принципы, ...",https://www.1spbgmu.ru/images/home/universitet/Struktura/Fakultety/F_visshego_sestrinskogo_obrazovaniya/2014sd_spring/geriatriya.doc,None
ГЕРИАТРИЯ,лечение,Методические материалы для врачей-гериатров и врачей других специальностей ... Лечение артериальной гипертонии у пациентов 80 лет и старше и ...,http://rgnkc.ru/spetsialistam/metodicheskie-materialy,None
ГЕРМАНИЗАЦИЯ,распространение языка,,,
ГЕРМАНИЗАЦИЯ,распространения культуры,,,
ГЕРМЕТИК,паста,"Coloplast - паста герметик (арт. 2650). Доступно для самовывоза. Наличие товара в магазине: мало. 2650 Паста герметик для стомы Колопласт, 60 гр.
2018 ж. 14 жел. - Паста герметик для стомы или стома паста используется для заполенения зазоров между пластиной и стомой, выравнивания кожи и ...
07 января 2019 MyStoma.ru ответил: Паста герметик служит для улучшения фиксации калоприемника, повышения его герметизации, чтобы выделения ...
В стандартных корпусах клапанов, как правило, вместо резины, до сборки клапана в венчик корпуса клапана заливается специальная паста герметик, ...","https://kalopriemniki.ru/catalog/sredstva-ukhoda/pasty-germetiki/674/
https://www.mystoma.ru/blog/articles/paste-sealant-for-stoma/
https://yandex.ru/znatoki/question/health/kak_polzovatsia_pastoi_germetikom_dlia_7a57aa96/
https://chem21.info/info/955462/","None
None
None
None"
ГЕРМЕТИК,материал,"Герметик. [править | править код]. Материал из Википедии — свободной энциклопедии. Текущая версия страницы пока ...
Силиконовые герметики. [править | править код]. Материал из Википедии — свободной энциклопедии. Текущая версия страницы пока ...
Герметики представляют собой материал пастообразной или вязкотекучей консистенции, способный вулканизироваться (затвердевать), образуя слой ...","https://ru.wikipedia.org/wiki/%D0%93%D0%B5%D1%80%D0%BC%D0%B5%D1%82%D0%B8%D0%BA
https://ru.wikipedia.org/wiki/%D0%A1%D0%B8%D0%BB%D0%B8%D0%BA%D0%BE%D0%BD%D0%BE%D0%B2%D1%8B%D0%B5_%D0%B3%D0%B5%D1%80%D0%BC%D0%B5%D1%82%D0%B8%D0%BA%D0%B8
https://www.illbruck.com/ru_RU/produkty/vybrat-produkt/germetiki/","None
None
None"
ГЕРМЕТИК,смазка,Смазка герметик для стекло-пластиковой обсадной трубы TF-15. Актюбинская область. Под заказ. Цену уточняйте. Написать. SWAG смазка-герметик ...,https://satu.kz/Smazki-germetiki.html,None
ГЕРМЕТИК,замазка,,,
ГЕРОНТОЛОГ,врач,,,
ГЕРОНТОЛОГ,специалист,,,
ГЕРОНТОЛОГ,доктор,"2017 ж. 21 мау. - Н. Петрова Министерства здравоохранения России, доктор медицинских наук, профессор Владимир Анисимов. Дедушка 25 лет.
2019 ж. 08 жел. - Врач-геронтолог, директор Научно-исследовательского медицинского центра «Геронтология», доктор медицинских наук Кирилл ...
2019 ж. 08 жел. - RU» директор Научно-исследовательского медицинского центр «Геронтология» доктор медицинских наук профессор Кирилл ...
Кири́лл Ива́нович Проща́ев (род. 31 октября 1973(1973-10-31), Одесса) — российский и белорусский геронтолог, доктор медицинских наук, профессор.
2019 ж. 08 жел. - ... директор Научно-исследовательского медицинского центр «Геронтология» доктор медицинских наук профессор Кирилл Прощаев.","https://aif.ru/health/life/vrach-gerontolog_nachinat_borotsya_so_stareniem_nado_uzhe_v_molodosti
https://www.5-tv.ru/news/275027/vracgerontolog-rasskazal-kak-pravilno-podgotovitsa-kstarosti/
https://ura.news/news/1052410399
https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%BE%D1%89%D0%B0%D0%B5%D0%B2,_%D0%9A%D0%B8%D1%80%D0%B8%D0%BB%D0%BB_%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87
https://vz.ru/news/2019/12/8/1012529.html","None
None
None
None
None"
ГЕРОНТОЛОГ,человек,,,
ГЕРОНТОЛОГ,профессия,"И потому профессия сестры-геронтолога получает все большее и признание в обществе. Когда такая сестра отправляется к пациенту, она берет с ...",http://profvibor.ru/catalog/?SECTION_ID=148&ELEMENT_ID=3525,None
ГЕСТАПОВЕЦ,сотрудник гестапо,,,
ГЕСТАПОВЕЦ,человек,,,
ГЕСТАПОВЕЦ,тайная военная полиция,,,
ГЕСТАПОВЕЦ,эсэсовец,"2009 ж. 29 сәу. - бывший эсэсовец Хайнц Фельфе. ... мюллеровские гестаповцы и полицейские, даже гиммлеровские эсэсовцы - все должны были быть ...",https://www.proza.ru/2009/04/29/996,None
ГЕСТАПОВЕЦ,профессия,,,
ГИГИЕНИСТ,человек,,,
ГИГИЕНИСТ,врач,,,
ГИГИЕНИСТ,специалист,"В последние годы в отечественном врачевании появилось новое направление – стоматолог-гигиенист. Что это за специалист и кому его услуги будут ...
2019 ж. 04 қыр. - В стоматологической поликлинике появился новый специалист — гигиенист. У жителей Нововятского района города Кирова появилась ...","https://atvmedia.ru/materials/kto-takoy-gigienist
http://xn--b1aayjfbwh0j.xn--p1ai/2019/09/v-stomatologicheskoj-poliklinike-poyavilsya-novyj-spetsialist-gigienist/","None
None"
ГИГИЕНИСТ,доктор,,,
ГИГИЕНИСТ,профессия,"2018 ж. 23 мам. - Профессия гигиенист. Гигиенист – это узкопрофильный врач-стоматолог, который проводит лечебно-профилактические мероприятия по ...
Не многие знают, что среди врачебных профессий есть профессия, которая не лечит, а предупреждает заболевания – это профессия врача гигиениста ...","https://enjoy-job.ru/professions/gigienist/
https://szgmu.ru/rus/m/326","None
None"
ГИДРАТАЦИЯ,сольватация,"Сольвата́ция (от лат. solvo «растворяю») — электростатическое взаимодействие между частицами (ионами, молекулами) растворённого вещества и ...
Гидратация и сольватация ионов в растворе. Малые скорости движения объясняются, во-первых, тем, что ионы движутся в вязкой среде растворителя, ...
Сольватация (гидратация) ионов в водных растворах в связи со структурой ... сольватации (гидратации) молекулы растворителя находятся в активном ...","https://ru.wikipedia.org/wiki/%D0%A1%D0%BE%D0%BB%D1%8C%D0%B2%D0%B0%D1%82%D0%B0%D1%86%D0%B8%D1%8F
https://chem21.info/info/1464672/
https://www.dissercat.com/content/effekty-izbiratelnosti-solvatatsii-i-ikh-proyavleniya-v-transportnykh-i-termodinamicheskikh-","None
None
None"
ГИДРАТАЦИЯ,соединение,,,
ГИДРИД,соединение водорода с металлами,,,
ГИДРИД,химический элемент,,,
ГИДРОЛИЗ,разложение,"Гидролиз, дословно, - это разложение водой. Давая такое определение реакции гидролиза солей, мы подчеркиваем, что соли в растворе находятся в ...
Гидролитическое разложение галидов 5Ь(П1) и В1(П1) также преобладает над их электролитической диссоциацией. Гидролиз протекает энергично до ...","http://kontren.narod.ru/lttrs/gydrol.htm
https://chem21.info/info/723254/","None
None"
ГИДРОЛИЗ,сольволиз,"Сольволиз — реакция обменного разложения между растворенным веществом и растворителем. Сольволиз в воде — гидролиз, сольволиз в аммиаке ...
Сольволиз и гидролиз (общие сведения). Сольволиз - это обменное взаимодействие растворенного вещества с растворителем, приводящее к ...
Сольволиз в воде — гидролиз, Сольволиз в аммиаке — аммонолиз, Сольволиз в спиртах — алкоголиз и т. д. В отличие от сольватации Сольволиз ...
2015 ж. 24 сәу. - Сольволиз и гидролиз. Гидролиз солей. Степень и константа гидролиза. Гидролиз солей-это обменное взаимодействие ионов соли с ...","https://ru.wikipedia.org/wiki/%D0%A1%D0%BE%D0%BB%D1%8C%D0%B2%D0%BE%D0%BB%D0%B8%D0%B7
http://www.alhimik.ru/sprav/prop82.html
http://chem100.ru/text.php?t=1842
https://studopedia.su/15_65768_solvoliz-i-gidroliz-gidroliz-soley-stepen-i-konstanta-gidroliza.html","None
None
None
None"
ГИДРОПОНИКА,рост,"При сравнении почвенного метода выращивания и гидропоники, люди ... гидропоника позволяет значительно ускорить рост растений и привести к их ...
Гидропоника.Основные методы, на которых базируются все конструируемые ... Влияние температуры на рост корня · Влияние на рост растений ... Определение : Гидропо́ника — это способ выращивания растений без почвы.
Всем привет, мой пост в котором я показал рост корней в гидропонной установке набрал плюсов, на меня подписалось аж 12 человек, и в комментариях ...","https://agrodom.com/advice/sravnitelnyy-analiz-gidroponnogo-vyrashchivaniya-rasteniy-i-pochvennogo-vyrashchivaniya/
https://www.gidroponika.su/gidroponika-teorija.html/gidroponika-obzor-osnovnyh-metodov-gidroponiki.html
https://pikabu.ru/story/ustroystvo_dwc_sistemyi_gidroponiki_plyusyi_i_minusyi_4186072","None
None
None"
ГИДРОПОНИКА,выращивание растений,,,
ГИДРОЦИКЛ,транспорт,"Объявления о продаже гидроциклов в Атырау на Авто.кз. Купить гидроцикл можно в разделе - Водный транспорт в Атырау. Цены на гидроциклы ...
2019 ж. 26 сәу. - Путь: egov.kz – «Транспорт и коммуникации» - «Сельхозтехника и ... государств (если гидроцикл эксплуатировался за пределами РК).","https://autto.kz/atyrau/avtosalony/vodnyy-avtosalony/gidrotsikly/
https://www.outdoorworld.kz/articles/66974/","None
None"
ГИДРОЦИКЛ,мотоцикл,,,
ГИДРОЦИКЛ,аквабайк,Акваба́йк (англ. Aquabike) — общее название нескольких технических дисциплин водно-моторного спорта связанных с гонками на гидроциклах (водных ...,https://ru.wikipedia.org/wiki/%D0%90%D0%BA%D0%B2%D0%B0%D0%B1%D0%B0%D0%B9%D0%BA,None
ГИДРОЦИКЛ,авто,6 · 7. предыдущая следующая Ctrl →. Авто в Казахстане ...,https://kolesa.kz/vodnyj-transport/gidrocikly/,None
ГИДРОЦИКЛ,водные лыжи,,,
ГИПЕРБОЛА,график,"График функции вида ( ) представляет собой две ветви гиперболы. Если , то гипербола расположена в первой и третьей координатных четвертях (см.
График функции y = k/x называют гиперболой. Гипербола имеет две ветви, которые расположены в первом и третьем квадратах, если k > 0, и во втором ...
График функции y = k/x называется гиперболой. Она состоит из двух частей, называемых ветвями гиперболы. Функция y = k/x при k > 0 выражает ...
График гиперболы имеет вид y=kx , где k-вещественное число и x ≠ 0. Также данную функцию называют обратной пропорциональностью, где ...
2017 ж. 06 ақп. - Определение гиперболы. График функции y=\frac{k}{x} называют гиперболой. Где х является независимой переменной, а у — зависимой.
В общем случае график функции гиперболы задается уравнением. ,. где параметры задают поведение графика: - если - гипербола определена в I и III ...","http://mathprofi.ru/grafiki_i_svoistva_funkcij.html
http://www.likt590.ru/project/matematika/8/01.htm
https://www.yotx.ru/%D0%BF%D1%80%D0%B8%D0%BC%D0%B5%D1%80%D1%8B/%D0%93%D0%B8%D0%BF%D0%B5%D1%80%D0%B1%D0%BE%D0%BB%D0%B0
https://myalfaschool.ru/articles/kak-postroit-grafik-giperboly
https://tutomath.ru/uroki/kak-postroit-giperbolu.html
https://self-edu.ru/trigonom.php?id=5","None
None
None
None
None
None"
ГИПЕРБОЛА,кривая,,,
ГИПЕРБОЛА,геометрия,,,
ГИПЕРКАР,авто,,,
ГИПЕРКАР,машина,,,
ГИПЕРКАР,транспорт,2019 ж. 14 қар. - А вы что думаете по этому поводу? Дайте нам знать – напишите в комментариях! Транспорт Электромобили Япония Видео Рекорд ...,https://ecotechnica.com.ua/transport/4408-elektro-giperkar-aspark-owl-samyj-bystryj-avtomobil-s-moshchnostyu-2012-l-s-i-tsenoj-3-2-mln-video.html,None
ГИПЕРКАР,суперкар,"Спорткар, суперкар и гиперкар — в чем отличия? Подскажите в чем разница между этими названиями, как правильно называть например Феррари Ф430 и ...",https://avtoexperts.ru/question/sportkar-superkar-i-giperkar-v-chem-otlichiya/,None
ГИПЕРКАР,средство передвижения,,,
ГИПЕРРЕАЛИЗМ,направление в исскустве,,,
ГИПЕРРЕАЛИЗМ,современное исскуство,,,
ГИПЕРРЕАЛИЗМ,исскуство,,,
ГИПЕРРЕАЛИЗМ,натурализм,"Натурализм — направление в сценическом искусстве. См. также[править | править код]. Гиперреализм · Чернуха ( ...
И в своей практике, и в эстетических ориентациях на натурализм и прагматизм гиперреализм близок поп-арту. Их прежде всего объединяет возврат к ...
И в своей практике, и в эстетических ориентациях на натурализм и прагматизм гиперреализм близок к поп-арту. их прежде всего объединяет возврат к ...","https://ru.wikipedia.org/wiki/%D0%9D%D0%B0%D1%82%D1%83%D1%80%D0%B0%D0%BB%D0%B8%D0%B7%D0%BC_(%D0%B8%D1%81%D0%BA%D1%83%D1%81%D1%81%D1%82%D0%B2%D0%BE)
http://smallbay.ru/hyperrealism.html
http://20century-art.ru/postmodernizm/giperrealizm.tpl","None
None
None"
ГИПЕРРЕАЛИЗМ,живопись,,,
ГИПЕРТЕРМИЯ,перегревание,"Гипертермия. Гипертермия представляет собой перегревание тела человека, которое сопровождается температурой выше 37ºС. Гипертермия – самый ...
К гипертермическим состояниям, помимо лихорадки, относят перегревание организма (гипертермию), гипертермические реакции, тепловой удар, ...
Гипертермия - перегревание тела человека. Документ: Гипертермия.doc. Организация (ЛПУ):. ГУЗ ""Долгоруковская районная больница"" · ВЕРСИЯ ...
В отечественной литературе к гипертермическим состояниям относят: 1) перегревание организма (собственно гипертермия), 2) тепловой удар, ...
Перегревание тела сопровождается усиленным потоотделением со значительной потерей организмом воды и солей, что ведет к сгущению крови, ...","http://plk32.ru/osmp/24-rekomendatsii-vracha-skoroj-pomoshchi/322-gipertermiya
https://cyberleninka.ru/article/n/narusheniya-teplovogo-balansa-organizma-gipertermiya-gipertermicheskie-reaktsii-teplovoy-udar-solnechnyy-udar
http://www.uzalo48.lipetsk.ru/node/8041
http://poly-trauma.ru/index.php/pt/article/view/19/67
https://students-library.com/library/read/86866-gipertermia","None
None
None
None
None"
ГИПЕРТЕРМИЯ,повышение температуры тела,,,
ГИПЕРТЕРМИЯ,накопление тепла,,,
ГИПЕРТЕРМИЯ,лечение,"ГИПЕРТЕРМИЯ / ЦЕНТРОГЕННАЯ ГИПЕРТЕРМИЧЕСКАЯ РЕАКЦИЯ / ЛИХОРАДКА ... Лечение пациентов с центрогенной лихорадкой с применением ...
Лечение гипертермии - на этой странице вы найдете общую информацию о заболевании и методах лечения, способах диагностики, сможете ...","https://cyberleninka.ru/article/n/gipertermiya-u-patsientov-s-povrezhdeniem-tsentralnoy-nervnoy-sistemy
https://docdoc.ru/treatment/gipertermiya","None
None"
ГИПЕРТЕРМИЯ,терапия,"Гипертермия почти всегда используется совместно с другими способами терапии опухолевых заболеваний, такими как лучевая терапия и химиотерапия ...
2019 ж. 14 мау. - Рассмотрена терапия лихорадки и гипертермии. ... Это различие подразумевает, что гипертермия, в отличие от лихорадки, может ...","https://omr.by/news/stati/gipertermiya-v-voprosakh-i-otvetakh
https://www.lvrach.ru/2019/06/15437318/","None
None"
ГИПЕРТРОФИЯ,увеличение органа,,,
ГИПЕРТРОФИЯ,рост органа,,,
ГИПЕРТРОФИЯ,болезнь,,,
ГИПОТОНИК,больной,"... гипотония hypopituitarism гипопитуитаризм hypoplasia гипоплазия, ... 2 гипотоник, больной с постоянно сниженным артериальным давлением ...",None,None
ГИПОТОНИК,человек,"2016 ж. 22 жел. - Гипотоники, то есть люди с пониженным давлением, дрожат даже ... вариантом нормы (если человек при этом чувствует себя бодрым и ...",https://gazetacrimea.ru/news/desyatka-visokih-pravil-24736,None
ГИПОТОНИК,пациент,"2019 ж. 23 қаң. - Гипотония начинается, когда пациент при цифрах ниже 12080 ... границы отклонения для здорового пациента среднего возраста, ...
2020 ж. 04 ақп. - Считается, что и особых проблем у гипотоников нет. ... рассмотрим, как чувствует себя сам пациент при пониженном давлении, какие ...","https://yandex.ru/health/turbo/articles?id=4356
https://yandex.ru/health/turbo/articles?id=4379","None
None"
ГИПЮР,ткань,"Гипюр: состав ткани, свойства, достоинства и недостатки. гипюр цвета шампань. Гипюр – это ткань с воздушным кружевным орнаментом, который ...
Каталог ткани гипюр в интернет магазине poshvu: кружево, белый и другие модели. Купить ткань гипюр недорого — самые низкие цены и фото ткани ...
Хотите купить ткань гипюр в интернет-магазине? Только у нас продажа оптом и в розницу гипюра по самым выгодным ценам на Украине: Харьков, Киев, ...
Гипюр - это ткань в виде красивого кружевного полотна, часто используемого при пошиве нарядной одежды и в декоре интерьера.
Купить гипюр оптом и в розницу в Москве с доставкой по России. Цены за метр в каталоге официального сайта - заказать гипюровую ткань онлайн.
Ткань гипюр с фото. Виды гипюровой ткани: стрейч и кружева гипюр, смотрите фото гипюра и читайте для чего он используется у нас на сайте.","https://textile.life/fabrics/types/gipyur-sostav-tkani-svojstva-dostoinstva-i-nedostatki.html
https://poshvu.ru/cat/7-gipyur/
https://www.svadbatkani.com/catalog/gipyur
https://www.rftextile.ru/tkan-gipyur/
https://onlinetkani.ru/gipjur/
https://xtkani.ru/gipyur/","None
None
None
None
None
None"
ГИПЮР,материал,,,
ГИПЮР,кружева,,,
ГИРЯ,спорт товар,,,
ГИРЯ,предмет,"Ги́ря — специально изготовленный предмет заданной массы, обладающий специальной формой и другими конструктивными особенностями.
Гиря: Гиря — специально изготовленный предмет заданной массы, обладающий специальной формой и другими конструктивными особенностями.
2016 ж. 19 ақп. - Этот предмет знаком практически всем. Обыкновенная гиря, которая раньше была в каждом доме. 16, 24, 32 килограмма. Изготавливали ...
Ги́ря — специально изготовленный предмет заданной массы, обладающий специальной формой и другими конструктивными особенностями. Гири ...","https://ru.wikipedia.org/wiki/%D0%93%D0%B8%D1%80%D1%8F
https://ru.wikipedia.org/wiki/%D0%93%D0%B8%D1%80%D1%8F_(%D0%B7%D0%BD%D0%B0%D1%87%D0%B5%D0%BD%D0%B8%D1%8F)
https://www.ktk.kz/ru/news/video/2016/02/19/67141/
https://kartaslov.ru/%D0%B7%D0%BD%D0%B0%D1%87%D0%B5%D0%BD%D0%B8%D0%B5-%D1%81%D0%BB%D0%BE%D0%B2%D0%B0/%D0%B3%D0%B8%D1%80%D1%8F","None
None
None
None"
ГИРЯ,металлический груз,,,
ГИЧКА,шлюпка,"Ги́чка — лёгкая быстроходная парусно-гребная шлюпка с 6-10 распашными вёслами, острым носом и транцевой кормой. Гичка Vérité (Генуя, Atlantic ...
2014 ж. 03 шіл. - Гичка, длинная узкая шлюпка с 6-8-10 веслами и транцевой доской (отличие от вельбота), употребляемая на военных судах только для ...
быстроходная узкая легкая гребная шлюпка с острым носом и транцевой (незаостренной) кормой. Гички с 6-8 веслами применялись до нач. 20 … ГИЧКА в ...
Узкая быстроходная гребная шлюпка с острым носом и низким бортом. | прил. гичечный, ая, ое. Толковый словарь Ожегова; гичка — Г'ИЧКА, гички, ·жен.","https://ru.wikipedia.org/wiki/%D0%93%D0%B8%D1%87%D0%BA%D0%B0
http://www.imha.ru/1144540922-gichka-shlyupka.html
https://slovar.cc/rus/ushakov/392364.html
https://gufo.me/dict/tikhonov/%D0%B3%D0%B8%D1%87%D0%BA%D0%B0","None
None
None
None"
ГИЧКА,судно,"гичка. Г'ИЧКА, гички, ·жен. (мор. и спорт.). Род узкой, легкой, быстроходной ... гичка — ГИЧКА ж. узкое и длинное гребное судно с распашными веслами.
Вернуться 165 Баркас – самоходное судно небольших размеров для перевозок в порту; гребная шлюпка с 14–22 веслами. Вернуться 166 Гичка – узкое ...","https://gufo.me/dict/ushakov/%D0%B3%D0%B8%D1%87%D0%BA%D0%B0
None","None
None"
ГИЧКА,лодка,"2015 ж. 29 мам. - Новая гичка – это первая лодка, чья обшивка сделана из лиственницы и первая лодка проекта, украшенная резьбой. Все лодки « ...",https://sudostroenie.info/novosti/13574.html,None
